X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
C2,1.04,646.8,355.74,132.3,5.67,2.7,0.48,4.05,31.81
C3,0.86,582.12,264.6,145.53,5.67,3.6,0.48,4.5,31.12
C2,0.86,529.2,,145.53,6.93,4.95,0.4,4.95,32.06
C1,0.9,496.12,385.39,119.07,6.93,2.2,0.44,6.05,30
C2,0.81,606.38,385.39,147,5.67,2.97,0.4,4.05,29.5
C3,0.81,673.75,385.39,119.07,8.47,3.96,0.44,4.95,29.06
C2,0.81,606.38,315.32,145.53,7.7,4.95,0.48,4.05,29.92
C3,0.64,515.97,308.7,132.3,6.3,2.2,0.4,4.95,42.11
C3,0.87,515.97,339.57,177.87,6.93,2.97,0.44,5.5,41.96
C3,0.78,515.97,277.83,177.87,6.93,3.96,0.4,4.95,41.09
C1,0.96,515.97,308.7,145.53,7.7,4.05,0.4,6.05,40.79
C1,0.68,535.82,,121.28,5.67,2.42,0.36,6.05,38.82
C1,0.76,535.82,337.36,134.75,5.67,2.7,0.36,4.05,39.72
C2,0.76,800.42,416.5,148.23,8.47,4.84,0.44,4.05,39.31
C3,0.61,654.88,503.97,121.28,5.67,5.5,0.4,4.95,39.86
C3,0.67,830.06,242.55,178.6,3.15,1.98,0.48,5.5,14.41
C2,0.67,679.14,269.5,242.55,4.24,2.43,0.36,6.05,14.19
C2,0.67,754.6,220.5,178.6,3.47,3.24,0.32,4.95,14.17
C3,0.74,617.4,242.55,218.3,3.5,4.95,0.44,4.05,14.39
C3,0.71,781.55,296.45,218.3,3.47,1.62,0.36,4.5,12.43
C3,0.78,859.7,266.8,266.8,3.5,3.3,0.36,4.05,12.63
C2,0.7,703.4,326.1,218.3,3.47,4.84,0.48,5.5,12.76
C3,0.86,703.4,266.8,178.6,2.84,5.5,0.36,4.05,12.42
C3,0.68,727.65,291.06,218.3,3.47,2.42,0.4,4.95,14.12
C2,0.84,727.65,264.6,178.6,4.24,2.97,0.48,5.5,14.28
C1,0.76,808.5,238.14,242.55,3.47,3.6,0.4,4.05,14.37
C2,0.69,727.65,238.14,218.3,3.47,4.05,0.36,4.95,14.21
C1,0.53,751.91,350.35,218.3,4.24,1.98,0.44,4.5,14.96
C2,0.8,751.91,350.35,242.55,3.47,2.97,0.44,4.5,14.92
C1,0.66,751.91,385.39,266.8,3.15,4.84,0.48,5.5,14.92
C1,0.66,919,385.39,178.6,3.15,6.05,0.44,4.5,15.16
C2,0.7,776.16,277.83,266.8,3.47,1.8,0.4,4.95,17.69
C3,0.58,705.6,377.3,218.3,3.85,2.97,0.36,4.05,18.19
C1,0.64,948.64,339.57,242.55,3.47,3.24,0.44,4.95,18.16
C3,0.52,948.64,277.83,218.3,4.24,4.95,0.48,4.05,17.88
C2,0.5,727.65,,266.8,3.47,1.98,0.44,5,16.54
C1,0.68,889.35,404.25,178.6,3.47,2.43,0.4,4.95,16.44
C3,0.5,654.88,363.82,218.3,3.15,3.96,0.36,4.5,16.48
C3,0.5,800.42,404.25,218.3,2.84,4.05,0.32,4.95,16.64
